id_cliente_anon,zona,tipo_cliente,mes,tipo_servicio,superficie_m2,distancia_km,tecnico_id,servicios_mes,monto_mensual_ars
1119,SARMIENTO,Comercial/Industrial,6,Fumigación,178,63.7,6,1,14117
1119,SARMIENTO,Comercial/Industrial,7,Desinfección,707,61.6,6,5,51827
1119,SARMIENTO,Comercial/Industrial,8,Desinfección,394,61.2,8,1,13291
1119,SARMIENTO,Comercial/Industrial,9,Desratización,353,61.8,5,2,26680
1119,SARMIENTO,Comercial/Industrial,10,Desinfección,662,61.1,4,0,0
1119,SARMIENTO,Comercial/Industrial,11,Fumigación,515,62.3,8,3,39794
1119,SARMIENTO,Comercial/Industrial,12,Desinfección,334,60.3,1,2,12038
1120,DESCONOCIDA,Comercial/Industrial,1,Fumigación,752,14.7,6,1,22281
1120,DESCONOCIDA,Comercial/Industrial,2,Fumigación,394,13.5,1,4,43605
1120,DESCONOCIDA,Comercial/Industrial,3,Fumigación,380,13.6,7,1,9267
1120,DESCONOCIDA,Comercial/Industrial,4,Desratización,427,12.8,7,4,41019
1120,DESCONOCIDA,Comercial/Industrial,5,Fumigación,1051,14.8,2,5,71399
1120,DESCONOCIDA,Comercial/Industrial,6,Fumigación,171,12.6,7,3,30173
1120,DESCONOCIDA,Comercial/Industrial,7,Fumigación,1101,15.6,3,2,28796
1120,DESCONOCIDA,Comercial/Industrial,8,Desratización,649,13.3,7,2,24708
1120,DESCONOCIDA,Comercial/Industrial,9,Fumigación,340,13.8,2,6,64144
1120,DESCONOCIDA,Comercial/Industrial,10,Desinfección,312,12.3,6,1,2435
1120,DESCONOCIDA,Comercial/Industrial,11,Desratización,458,14.2,6,2,19871
1120,DESCONOCIDA,Comercial/Industrial,12,Fumigación,506,13.4,4,3,35783
1121,DESCONOCIDA,Residencial,1,Fumigación,272,13.8,1,3,29117
1121,DESCONOCIDA,Residencial,2,Desinfección,140,13.0,7,1,10737
1121,DESCONOCIDA,Residencial,3,Desratización,140,13.7,1,0,0
1121,DESCONOCIDA,Residencial,4,Desinfección,52,16.6,5,3,22530
1121,DESCONOCIDA,Residencial,5,Fumigación,111,12.2,8,0,0
1121,DESCONOCIDA,Residencial,6,Desratización,339,13.7,1,2,27448
1121,DESCONOCIDA,Residencial,7,Fumigación,196,13.3,7,2,18740
1121,DESCONOCIDA,Residencial,8,Desinfección,194,14.4,4,1,12049
1121,DESCONOCIDA,Residencial,9,Desinfección,117,14.0,3,0,1903
1121,DESCONOCIDA,Residencial,10,Fumigación,109,14.3,2,0,0
1121,DESCONOCIDA,Residencial,11,Desinfección,197,12.8,8,1,9968
1121,DESCONOCIDA,Residencial,12,Desinfección,173,12.7,6,2,17267
1122,DESCONOCIDA,Residencial,1,Desratización,197,12.2,1,2,16852
1122,DESCONOCIDA,Residencial,2,Fumigación,156,13.3,1,0,0
1122,DESCONOCIDA,Residencial,3,Fumigación,173,16.6,7,1,10650
1122,DESCONOCIDA,Residencial,4,Desinfección,75,14.8,4,0,5525
1122,DESCONOCIDA,Residencial,5,Fumigación,365,13.4,4,1,13762
1122,DESCONOCIDA,Residencial,6,Fumigación,119,12.3,4,3,26915
1122,DESCONOCIDA,Residencial,7,Desratización,159,12.8,8,3,25822
1122,DESCONOCIDA,Residencial,8,Fumigación,53,12.9,5,0,4713
1122,DESCONOCIDA,Residencial,9,Desratización,108,13.9,1,2,21882
1122,DESCONOCIDA,Residencial,10,Fumigación,153,14.5,2,3,24105
1122,DESCONOCIDA,Residencial,11,Fumigación,191,13.6,2,3,25012
1122,DESCONOCIDA,Residencial,12,Desinfección,58,13.3,8,1,6119
1123,DESCONOCIDA,Residencial,1,Desinfección,153,12.5,2,1,12988
1123,DESCONOCIDA,Residencial,2,Desinfección,272,12.1,7,1,6407
1123,DESCONOCIDA,Residencial,3,Fumigación,180,14.1,5,1,8050
1123,DESCONOCIDA,Residencial,4,Desinfección,287,12.9,3,0,0
1123,DESCONOCIDA,Residencial,5,Fumigación,191,14.2,6,2,19365
1123,DESCONOCIDA,Residencial,6,Fumigación,114,12.5,5,1,16260
1123,DESCONOCIDA,Residencial,7,Fumigación,135,12.5,6,0,3470
1123,DESCONOCIDA,Residencial,8,Desinfección,161,12.9,1,0,2190
1123,DESCONOCIDA,Residencial,9,Fumigación,202,14.9,6,0,0
1123,DESCONOCIDA,Residencial,10,Fumigación,209,12.1,7,2,15262
1123,DESCONOCIDA,Residencial,11,Fumigación,122,16.4,7,1,12569
1123,DESCONOCIDA,Residencial,12,Fumigación,121,12.8,5,2,18514
1124,DESCONOCIDA,Residencial,1,Fumigación,111,12.4,8,2,20486
1124,DESCONOCIDA,Residencial,2,Desinfección,69,12.9,6,0,0
1124,DESCONOCIDA,Residencial,3,Fumigación,237,16.7,6,0,2954
1124,DESCONOCIDA,Residencial,4,Desratización,123,14.9,4,3,35997
1124,DESCONOCIDA,Residencial,5,Desinfección,84,14.7,2,2,13458
1124,DESCONOCIDA,Residencial,6,Fumigación,190,14.9,7,0,0
1124,DESCONOCIDA,Residencial,7,Desinfección,200,12.4,1,1,12400
1124,DESCONOCIDA,Residencial,8,Fumigación,77,16.6,1,1,630
1124,DESCONOCIDA,Residencial,9,Desinfección,269,12.5,6,2,20914
1124,DESCONOCIDA,Residencial,10,Desratización,248,13.3,6,3,31703
1124,DESCONOCIDA,Residencial,11,Fumigación,158,16.2,6,1,18021
1124,DESCONOCIDA,Residencial,12,Desinfección,155,14.1,1,1,4575
1125,DESCONOCIDA,Residencial,1,Fumigación,235,12.5,8,1,11778
1125,DESCONOCIDA,Residencial,2,Fumigación,118,13.1,1,5,40731
1125,DESCONOCIDA,Residencial,3,Desratización,270,14.1,8,0,5463
1125,DESCONOCIDA,Residencial,4,Fumigación,59,13.8,3,3,29371
1125,DESCONOCIDA,Residencial,5,Fumigación,167,12.9,5,2,20883
1125,DESCONOCIDA,Residencial,6,Fumigación,142,12.4,1,1,13146
1125,DESCONOCIDA,Residencial,7,Desinfección,75,12.9,3,1,3706
1125,DESCONOCIDA,Residencial,8,Fumigación,239,13.7,5,0,2709
1125,DESCONOCIDA,Residencial,9,Desratización,110,12.8,8,2,25875
1125,DESCONOCIDA,Residencial,10,Fumigación,222,12.4,5,0,0
1125,DESCONOCIDA,Residencial,11,Fumigación,196,12.5,6,3,32496
1125,DESCONOCIDA,Residencial,12,Desinfección,95,15.9,3,1,10720
1126,DESCONOCIDA,Residencial,1,Fumigación,60,14.3,4,0,0
1126,DESCONOCIDA,Residencial,2,Desinfección,179,15.8,6,2,16544
1126,DESCONOCIDA,Residencial,3,Fumigación,200,12.7,7,0,8876
1126,DESCONOCIDA,Residencial,4,Fumigación,169,16.6,7,1,12012
1126,DESCONOCIDA,Residencial,5,Fumigación,96,13.9,4,1,16185
1126,DESCONOCIDA,Residencial,6,Desratización,396,12.5,1,0,364
1126,DESCONOCIDA,Residencial,7,Desinfección,143,13.0,6,1,10292
1126,DESCONOCIDA,Residencial,8,Desinfección,63,12.2,3,0,31
1126,DESCONOCIDA,Residencial,9,Fumigación,242,14.3,3,2,21797
1126,DESCONOCIDA,Residencial,10,Desinfección,101,13.3,4,1,5957
1126,DESCONOCIDA,Residencial,11,Fumigación,205,12.1,3,0,0
1126,DESCONOCIDA,Residencial,12,Desratización,93,14.1,3,0,0
1127,DESCONOCIDA,Residencial,1,Desinfección,146,14.6,8,3,29524
1127,DESCONOCIDA,Residencial,2,Desinfección,80,13.2,1,2,9417
1127,DESCONOCIDA,Residencial,3,Fumigación,139,13.0,1,3,29102
1127,DESCONOCIDA,Residencial,4,Fumigación,97,14.3,3,1,9684
1127,DESCONOCIDA,Residencial,5,Fumigación,127,12.6,2,1,10518
1127,DESCONOCIDA,Residencial,6,Desratización,110,17.0,2,0,0
1127,DESCONOCIDA,Residencial,7,Fumigación,247,13.7,7,0,4401
1127,DESCONOCIDA,Residencial,8,Fumigación,297,13.4,3,3,30743
1127,DESCONOCIDA,Residencial,9,Fumigación,108,13.9,4,0,7647
1127,DESCONOCIDA,Residencial,10,Fumigación,261,13.4,1,0,0
1127,DESCONOCIDA,Residencial,11,Fumigación,385,12.8,6,2,24208
1127,DESCONOCIDA,Residencial,12,Desratización,77,12.2,2,2,19856
1128,DESCONOCIDA,Residencial,1,Desinfección,134,12.7,6,1,7294
1128,DESCONOCIDA,Residencial,2,Desratización,117,12.4,1,1,6244
1128,DESCONOCIDA,Residencial,3,Desinfección,375,12.4,8,0,7417
1128,DESCONOCIDA,Residencial,4,Fumigación,165,13.9,3,0,0
1128,DESCONOCIDA,Residencial,5,Fumigación,384,12.0,1,0,2626
1128,DESCONOCIDA,Residencial,6,Fumigación,217,12.6,7,0,0
1128,DESCONOCIDA,Residencial,7,Desratización,232,13.7,6,0,4504
1128,DESCONOCIDA,Residencial,8,Fumigación,144,12.9,7,1,7283
1128,DESCONOCIDA,Residencial,9,Fumigación,191,17.5,2,2,25134
1128,DESCONOCIDA,Residencial,10,Fumigación,182,14.2,3,0,0
1128,DESCONOCIDA,Residencial,11,Fumigación,193,13.1,8,0,1617
1128,DESCONOCIDA,Residencial,12,Fumigación,57,14.7,8,0,1416
1129,DESCONOCIDA,Residencial,1,Fumigación,335,15.0,3,3,30568
1129,DESCONOCIDA,Residencial,2,Desinfección,197,13.3,3,2,13843
1129,DESCONOCIDA,Residencial,3,Desinfección,134,12.6,1,1,7584
1129,DESCONOCIDA,Residencial,4,Fumigación,236,14.8,4,1,11464
1129,DESCONOCIDA,Residencial,5,Fumigación,137,14.1,2,1,7073
1129,DESCONOCIDA,Residencial,6,Desratización,264,12.3,5,0,0
1129,DESCONOCIDA,Residencial,7,Fumigación,108,13.5,7,2,15511
1129,DESCONOCIDA,Residencial,8,Desratización,343,13.0,2,1,11842
1129,DESCONOCIDA,Residencial,9,Fumigación,165,12.2,8,2,25928
1129,DESCONOCIDA,Residencial,10,Desinfección,341,14.1,2,1,9842
1129,DESCONOCIDA,Residencial,11,Desinfección,419,13.2,5,2,15315
1129,DESCONOCIDA,Residencial,12,Desinfección,117,12.5,6,1,8333
1130,DESCONOCIDA,Residencial,1,Desratización,46,14.8,2,0,3216
1130,DESCONOCIDA,Residencial,2,Fumigación,44,13.9,7,0,2202
1130,DESCONOCIDA,Residencial,3,Fumigación,78,12.1,3,1,11941
1130,DESCONOCIDA,Residencial,4,Fumigación,73,13.2,3,3,22809
1130,DESCONOCIDA,Residencial,5,Desinfección,116,12.3,1,3,25242
1130,DESCONOCIDA,Residencial,6,Fumigación,259,12.1,5,1,12358
1130,DESCONOCIDA,Residencial,7,Desinfección,126,13.3,3,0,0
1130,DESCONOCIDA,Residencial,8,Fumigación,181,12.7,7,1,17127
1130,DESCONOCIDA,Residencial,9,Fumigación,222,13.3,7,1,5233
1130,DESCONOCIDA,Residencial,10,Desinfección,210,12.2,5,1,13238
1130,DESCONOCIDA,Residencial,11,Fumigación,76,17.8,3,2,17779
1130,DESCONOCIDA,Residencial,12,Fumigación,87,13.4,2,0,268
1131,DESCONOCIDA,Residencial,1,Fumigación,96,13.1,5,0,2185
1131,DESCONOCIDA,Residencial,2,Fumigación,92,14.6,8,0,0
1131,DESCONOCIDA,Residencial,3,Desinfección,158,15.0,3,1,17052
1131,DESCONOCIDA,Residencial,4,Desinfección,95,12.5,8,0,1635
1131,DESCONOCIDA,Residencial,5,Fumigación,127,14.0,4,4,33396
1131,DESCONOCIDA,Residencial,6,Fumigación,168,12.1,7,0,22
1131,DESCONOCIDA,Residencial,7,Fumigación,49,13.0,7,0,797
1131,DESCONOCIDA,Residencial,8,Fumigación,103,12.8,5,3,28460
1131,DESCONOCIDA,Residencial,9,Desratización,94,13.0,5,0,0
1131,DESCONOCIDA,Residencial,10,Desratización,144,12.3,6,2,23944
1131,DESCONOCIDA,Residencial,11,Fumigación,159,15.1,4,2,23395
1131,DESCONOCIDA,Residencial,12,Fumigación,269,12.6,5,3,36432
1132,DESCONOCIDA,Residencial,1,Desratización,241,14.5,8,0,2126
1132,DESCONOCIDA,Residencial,2,Fumigación,108,12.0,1,2,22563
1132,DESCONOCIDA,Residencial,3,Fumigación,121,13.0,7,1,15329
1132,DESCONOCIDA,Residencial,4,Desinfección,127,12.1,2,1,2995
1132,DESCONOCIDA,Residencial,5,Fumigación,220,13.9,6,1,17427
1132,DESCONOCIDA,Residencial,6,Fumigación,287,16.0,2,3,33235
1132,DESCONOCIDA,Residencial,7,Desratización,192,12.2,3,0,0
1132,DESCONOCIDA,Residencial,8,Desinfección,161,12.2,1,0,390
1132,DESCONOCIDA,Residencial,9,Fumigación,66,13.3,4,2,17269
1132,DESCONOCIDA,Residencial,10,Fumigación,138,15.8,4,1,6636
1132,DESCONOCIDA,Residencial,11,Fumigación,235,12.3,2,1,14690
1132,DESCONOCIDA,Residencial,12,Desinfección,140,13.4,4,2,22257
1133,DESCONOCIDA,Residencial,1,Fumigación,137,12.0,6,0,0
1133,DESCONOCIDA,Residencial,2,Fumigación,67,13.6,2,1,15251
1133,DESCONOCIDA,Residencial,3,Desratización,298,13.9,6,4,43175
1133,DESCONOCIDA,Residencial,4,Fumigación,70,14.5,7,0,2809
1133,DESCONOCIDA,Residencial,5,Fumigación,304,12.2,1,4,37791
1133,DESCONOCIDA,Residencial,6,Fumigación,161,14.0,6,1,10105
1133,DESCONOCIDA,Residencial,7,Fumigación,355,14.3,1,1,15560
1133,DESCONOCIDA,Residencial,8,Fumigación,222,13.5,1,2,16342
1133,DESCONOCIDA,Residencial,9,Desratización,238,14.1,7,1,13248
1133,DESCONOCIDA,Residencial,10,Desratización,130,14.6,8,1,13894
1133,DESCONOCIDA,Residencial,11,Fumigación,142,12.8,3,3,27117
1133,DESCONOCIDA,Residencial,12,Fumigación,131,13.7,6,2,16008
1134,RIVADAVIA,Residencial,1,Desinfección,94,7.5,6,2,14856
1134,RIVADAVIA,Residencial,2,Fumigación,162,7.5,6,2,24553
1134,RIVADAVIA,Residencial,3,Fumigación,85,7.4,4,4,38520
1134,RIVADAVIA,Residencial,4,Desratización,105,8.6,3,1,13818
1134,RIVADAVIA,Residencial,5,Fumigación,104,7.3,7,1,3520
1134,RIVADAVIA,Residencial,6,Fumigación,109,7.3,5,0,0
1134,RIVADAVIA,Residencial,7,Fumigación,96,8.3,4,1,9047
1134,RIVADAVIA,Residencial,8,Fumigación,64,7.4,5,2,14675
1134,RIVADAVIA,Residencial,9,Fumigación,83,8.1,1,1,8024
1134,RIVADAVIA,Residencial,10,Fumigación,183,8.4,3,1,10751
1134,RIVADAVIA,Residencial,11,Fumigación,118,8.8,7,1,7402
1134,RIVADAVIA,Residencial,12,Desinfección,125,7.3,3,1,6942
1135,DESCONOCIDA,Residencial,1,Fumigación,289,13.3,8,0,3714
1135,DESCONOCIDA,Residencial,2,Fumigación,378,13.6,7,0,0
1135,DESCONOCIDA,Residencial,3,Desinfección,320,14.6,7,1,12316
1135,DESCONOCIDA,Residencial,4,Desratización,304,12.8,2,1,10739
1135,DESCONOCIDA,Residencial,5,Fumigación,215,12.2,1,3,27260
1135,DESCONOCIDA,Residencial,6,Fumigación,260,15.2,2,3,34588
1135,DESCONOCIDA,Residencial,7,Fumigación,271,13.7,8,1,11263
1135,DESCONOCIDA,Residencial,8,Desinfección,279,13.6,1,1,907
1135,DESCONOCIDA,Residencial,9,Fumigación,82,12.3,2,0,0
1135,DESCONOCIDA,Residencial,10,Fumigación,132,16.3,6,1,7893
1135,DESCONOCIDA,Residencial,11,Fumigación,158,15.2,3,1,8984
1135,DESCONOCIDA,Residencial,12,Fumigación,71,13.6,7,4,37212
1136,DESCONOCIDA,Residencial,1,Fumigación,62,17.7,3,0,1610
1136,DESCONOCIDA,Residencial,2,Fumigación,169,12.3,2,2,16717
1136,DESCONOCIDA,Residencial,3,Desinfección,89,13.9,2,0,778
1136,DESCONOCIDA,Residencial,4,Desinfección,184,13.6,7,1,7595
1136,DESCONOCIDA,Residencial,5,Fumigación,190,12.8,4,0,0
1136,DESCONOCIDA,Residencial,6,Fumigación,133,12.1,8,4,35724
1136,DESCONOCIDA,Residencial,7,Fumigación,135,13.1,3,1,18943
1136,DESCONOCIDA,Residencial,8,Fumigación,106,12.2,6,2,15244
1136,DESCONOCIDA,Residencial,9,Desratización,74,12.0,6,0,0
1136,DESCONOCIDA,Residencial,10,Desratización,173,13.0,7,2,20058
1136,DESCONOCIDA,Residencial,11,Fumigación,133,16.3,5,0,5431
1136,DESCONOCIDA,Residencial,12,Fumigación,82,12.8,5,2,18361
1137,9 DE JULIO,Residencial,1,Fumigación,124,26.1,1,0,2394
1137,9 DE JULIO,Residencial,2,Desinfección,243,29.1,4,3,31976
1137,9 DE JULIO,Residencial,3,Desinfección,62,26.7,8,2,17238
1137,9 DE JULIO,Residencial,4,Desinfección,146,27.0,2,0,0
1137,9 DE JULIO,Residencial,5,Desinfección,79,29.1,5,3,27846
1137,9 DE JULIO,Residencial,6,Fumigación,124,29.7,8,2,20269
1137,9 DE JULIO,Residencial,7,Desinfección,53,25.1,1,2,15109
1137,9 DE JULIO,Residencial,8,Desinfección,65,26.2,3,2,13096
1137,9 DE JULIO,Residencial,9,Fumigación,62,25.9,3,5,45961
1137,9 DE JULIO,Residencial,10,Fumigación,352,25.7,5,1,9155
1137,9 DE JULIO,Residencial,11,Desinfección,168,27.8,1,2,16984
1137,9 DE JULIO,Residencial,12,Desinfección,89,25.8,3,4,30287
1138,DESCONOCIDA,Residencial,1,Desinfección,91,13.9,1,3,26450
1138,DESCONOCIDA,Residencial,2,Desinfección,209,13.1,8,1,4512
1138,DESCONOCIDA,Residencial,3,Desinfección,187,12.9,3,2,13827
1138,DESCONOCIDA,Residencial,4,Desinfección,137,12.4,3,2,17848
1138,DESCONOCIDA,Residencial,5,Fumigación,302,12.1,6,0,0
1138,DESCONOCIDA,Residencial,6,Desinfección,91,12.9,3,2,13153
1138,DESCONOCIDA,Residencial,7,Fumigación,63,13.8,7,2,18837
1138,DESCONOCIDA,Residencial,8,Fumigación,291,15.4,6,4,39697
1138,DESCONOCIDA,Residencial,9,Fumigación,107,13.8,2,1,5654
1138,DESCONOCIDA,Residencial,10,Desinfección,64,13.2,2,1,1423
1138,DESCONOCIDA,Residencial,11,Desinfección,141,12.1,6,1,12749
1138,DESCONOCIDA,Residencial,12,Desratización,156,12.7,6,0,2817
1139,DESCONOCIDA,Residencial,1,Fumigación,138,12.5,1,1,14750
1139,DESCONOCIDA,Residencial,2,Fumigación,280,15.2,6,2,16025
1139,DESCONOCIDA,Residencial,3,Fumigación,367,12.8,3,1,17585
1139,DESCONOCIDA,Residencial,4,Fumigación,108,14.2,7,0,647
1139,DESCONOCIDA,Residencial,5,Desinfección,225,12.5,6,1,3300
1139,DESCONOCIDA,Residencial,6,Fumigación,116,16.1,1,2,21495
1139,DESCONOCIDA,Residencial,7,Desinfección,289,14.9,5,2,15275
1139,DESCONOCIDA,Residencial,8,Desinfección,70,12.7,3,0,5380
1139,DESCONOCIDA,Residencial,9,Fumigación,151,13.0,3,1,6691
1139,DESCONOCIDA,Residencial,10,Desratización,197,14.0,7,1,14025
1139,DESCONOCIDA,Residencial,11,Fumigación,200,12.1,1,4,34057
1139,DESCONOCIDA,Residencial,12,Fumigación,112,12.7,1,1,9148
1140,DESCONOCIDA,Residencial,1,Desratización,131,14.4,5,0,3403
1140,DESCONOCIDA,Residencial,2,Desratización,188,12.0,5,1,14812
1140,DESCONOCIDA,Residencial,3,Fumigación,154,13.5,8,0,0
1140,DESCONOCIDA,Residencial,4,Fumigación,149,14.3,8,1,11389
1140,DESCONOCIDA,Residencial,5,Fumigación,110,14.3,8,3,31019
1140,DESCONOCIDA,Residencial,6,Fumigación,85,12.9,1,2,17070
1140,DESCONOCIDA,Residencial,7,Desratización,253,12.5,2,0,0
1140,DESCONOCIDA,Residencial,8,Desinfección,81,12.2,6,2,8378
1140,DESCONOCIDA,Residencial,9,Fumigación,281,12.5,4,1,11485
1140,DESCONOCIDA,Residencial,10,Desratización,314,14.4,8,3,32430
1140,DESCONOCIDA,Residencial,11,Fumigación,220,12.7,5,0,0
1140,DESCONOCIDA,Residencial,12,Fumigación,114,12.9,4,3,26604
1141,DESCONOCIDA,Residencial,1,Desratización,61,13.4,5,0,0
1141,DESCONOCIDA,Residencial,2,Desinfección,198,14.8,5,0,2070
1141,DESCONOCIDA,Residencial,3,Desinfección,72,14.1,5,1,8483
1141,DESCONOCIDA,Residencial,4,Fumigación,98,13.5,5,0,2160
1141,DESCONOCIDA,Residencial,5,Desinfección,109,12.2,8,3,23512
1141,DESCONOCIDA,Residencial,6,Fumigación,85,13.7,2,0,3235
1141,DESCONOCIDA,Residencial,7,Desinfección,93,13.6,2,1,12484
1141,DESCONOCIDA,Residencial,8,Desratización,152,12.4,4,2,17501
1141,DESCONOCIDA,Residencial,9,Fumigación,447,14.0,1,0,0
1141,DESCONOCIDA,Residencial,10,Desinfección,188,13.9,8,1,7738
1141,DESCONOCIDA,Residencial,11,Fumigación,255,13.3,8,1,8548
1141,DESCONOCIDA,Residencial,12,Fumigación,104,13.2,4,2,23022
1142,9 DE JULIO,Residencial,1,Desinfección,389,25.0,2,2,19316
1142,9 DE JULIO,Residencial,2,Fumigación,364,25.6,8,1,9746
1142,9 DE JULIO,Residencial,3,Desinfección,115,25.1,7,2,16913
1142,9 DE JULIO,Residencial,4,Fumigación,379,25.3,2,0,1355
1142,9 DE JULIO,Residencial,5,Desratización,92,25.5,3,0,2514
1142,9 DE JULIO,Residencial,6,Fumigación,127,25.6,3,0,1522
1142,9 DE JULIO,Residencial,7,Fumigación,134,28.9,5,2,20369
1142,9 DE JULIO,Residencial,8,Fumigación,111,26.4,3,1,13658
1142,9 DE JULIO,Residencial,9,Desratización,57,25.2,1,1,8504
1142,9 DE JULIO,Residencial,10,Desinfección,59,28.2,4,1,8205
1142,9 DE JULIO,Residencial,11,Desinfección,121,26.5,6,2,19006
1142,9 DE JULIO,Residencial,12,Fumigación,266,25.7,6,1,13166
1143,CAPITAL,Residencial,1,Fumigación,136,6.0,4,1,6192
1143,CAPITAL,Residencial,2,Fumigación,96,6.5,8,1,6770
1143,CAPITAL,Residencial,3,Desinfección,225,3.1,7,1,4265
1143,CAPITAL,Residencial,4,Fumigación,196,7.6,2,0,0
1143,CAPITAL,Residencial,5,Desratización,168,5.3,6,0,3106
1143,CAPITAL,Residencial,6,Desinfección,94,6.2,8,0,2204
1143,CAPITAL,Residencial,7,Fumigación,146,3.1,4,3,27617
1143,CAPITAL,Residencial,8,Fumigación,45,3.4,1,1,4143
1143,CAPITAL,Residencial,9,Desinfección,273,4.3,3,1,11877
1143,CAPITAL,Residencial,10,Fumigación,199,3.6,3,0,0
1143,CAPITAL,Residencial,11,Fumigación,105,4.4,1,1,8483
1143,CAPITAL,Residencial,12,Fumigación,152,3.1,7,1,8506
1144,DESCONOCIDA,Residencial,1,Desinfección,122,15.4,3,2,11647
1144,DESCONOCIDA,Residencial,2,Desinfección,150,12.9,6,2,20705
1144,DESCONOCIDA,Residencial,3,Fumigación,450,12.9,5,0,6082
1144,DESCONOCIDA,Residencial,4,Fumigación,278,12.8,4,1,10278
1144,DESCONOCIDA,Residencial,5,Fumigación,234,16.0,3,0,0
1144,DESCONOCIDA,Residencial,6,Desinfección,235,12.7,4,4,35955
1144,DESCONOCIDA,Residencial,7,Fumigación,291,12.8,1,3,32642
1144,DESCONOCIDA,Residencial,8,Fumigación,297,13.4,3,0,477
1144,DESCONOCIDA,Residencial,9,Desratización,212,13.0,7,2,29038
1144,DESCONOCIDA,Residencial,10,Desratización,142,13.6,5,0,3842
1144,DESCONOCIDA,Residencial,11,Desratización,79,12.9,5,0,0
1144,DESCONOCIDA,Residencial,12,Desinfección,179,14.0,1,1,3676
1145,DESCONOCIDA,Residencial,1,Fumigación,131,12.9,5,3,27149
1145,DESCONOCIDA,Residencial,2,Fumigación,83,12.3,1,0,7158
1145,DESCONOCIDA,Residencial,3,Fumigación,153,12.4,6,1,9102
1145,DESCONOCIDA,Residencial,4,Fumigación,67,15.1,5,0,861
1145,DESCONOCIDA,Residencial,5,Desratización,116,12.1,3,2,16658
1145,DESCONOCIDA,Residencial,6,Desinfección,239,12.3,7,1,7437
1145,DESCONOCIDA,Residencial,7,Desinfección,142,12.5,4,1,8231
1145,DESCONOCIDA,Residencial,8,Fumigación,200,12.5,4,0,1478
1145,DESCONOCIDA,Residencial,9,Desratización,195,15.9,7,2,20700
1145,DESCONOCIDA,Residencial,10,Desinfección,136,12.4,2,1,7920
1145,DESCONOCIDA,Residencial,11,Fumigación,217,12.9,8,3,27464
1145,DESCONOCIDA,Residencial,12,Desratización,146,12.6,4,1,12881
1146,DESCONOCIDA,Residencial,1,Fumigación,75,13.3,5,1,13216
1146,DESCONOCIDA,Residencial,2,Fumigación,133,13.9,2,2,23454
1146,DESCONOCIDA,Residencial,3,Desinfección,385,13.0,8,7,57674
1146,DESCONOCIDA,Residencial,4,Desinfección,90,15.2,2,2,11451
1146,DESCONOCIDA,Residencial,5,Fumigación,370,14.0,3,2,21572
1146,DESCONOCIDA,Residencial,6,Fumigación,46,15.0,7,1,12623
1146,DESCONOCIDA,Residencial,7,Desratización,66,16.3,3,0,1149
1146,DESCONOCIDA,Residencial,8,Desinfección,86,14.0,7,0,0
1146,DESCONOCIDA,Residencial,9,Desinfección,70,13.4,3,2,17284
1146,DESCONOCIDA,Residencial,10,Fumigación,244,13.2,6,1,18324
1146,DESCONOCIDA,Residencial,11,Fumigación,62,15.1,5,0,0
1146,DESCONOCIDA,Residencial,12,Fumigación,91,12.5,7,2,22865
1147,DESCONOCIDA,Residencial,1,Fumigación,216,14.3,5,2,18964
1147,DESCONOCIDA,Residencial,2,Fumigación,167,13.0,6,3,26913
1147,DESCONOCIDA,Residencial,3,Fumigación,137,12.2,7,0,3386
1147,DESCONOCIDA,Residencial,4,Desinfección,127,13.4,5,2,15271
1147,DESCONOCIDA,Residencial,5,Fumigación,210,12.7,4,2,16183
1147,DESCONOCIDA,Residencial,6,Desinfección,74,12.3,8,0,867
1147,DESCONOCIDA,Residencial,7,Fumigación,87,13.6,1,2,19290
1147,DESCONOCIDA,Residencial,8,Fumigación,185,14.8,3,1,10384
1147,DESCONOCIDA,Residencial,9,Fumigación,91,12.2,6,0,1190
1147,DESCONOCIDA,Residencial,10,Fumigación,149,14.0,7,2,18327
1147,DESCONOCIDA,Residencial,11,Fumigación,118,12.6,8,0,3723
1147,DESCONOCIDA,Residencial,12,Desratización,98,13.4,2,3,30345
1148,DESCONOCIDA,Residencial,1,Desinfección,135,12.2,2,2,11061
1148,DESCONOCIDA,Residencial,2,Fumigación,50,13.6,2,2,13199
1148,DESCONOCIDA,Residencial,3,Fumigación,181,13.5,1,2,24488
1148,DESCONOCIDA,Residencial,4,Desinfección,178,12.5,7,2,18897
1148,DESCONOCIDA,Residencial,5,Desinfección,299,12.1,5,1,9934
1148,DESCONOCIDA,Residencial,6,Fumigación,84,13.5,6,1,8417
1148,DESCONOCIDA,Residencial,7,Desinfección,268,13.5,5,1,10271
1148,DESCONOCIDA,Residencial,8,Desinfección,86,12.2,5,1,11269
1148,DESCONOCIDA,Residencial,9,Desinfección,221,13.8,6,2,17413
1148,DESCONOCIDA,Residencial,10,Desinfección,70,13.1,2,2,17520
1148,DESCONOCIDA,Residencial,11,Desratización,91,13.1,1,1,16178
1148,DESCONOCIDA,Residencial,12,Desratización,94,14.7,4,1,6886
1149,SARMIENTO,Residencial,1,Fumigación,150,61.2,6,3,30910
1149,SARMIENTO,Residencial,2,Desinfección,171,63.7,8,2,22609
1149,SARMIENTO,Residencial,3,Desinfección,61,62.7,6,3,22988
1149,SARMIENTO,Residencial,4,Desinfección,160,61.8,6,0,3379
1149,SARMIENTO,Residencial,5,Desratización,149,61.0,7,0,0
